wnba_player,wnba_link,wnba_id,season,wnba_season,league,nba_player1,nba_season,distance,league2,pred_class,nba_player2,distance2,nba_player3,distance3,nba_player4,distance4,nba_player5,distance5,nba_link1,nba_id1,nba_link2,nba_id2,nba_link3,nba_id3,nba_link4,nba_id4,nba_link5,nba_id5
Natalie Achonwa,/wnba/players/a/achonna01w.html,achonna01w,2021,2021,WNBA,Trendon Watford,2022,0.13405349698599603,NBA,6,Jalen Smith,0.13995985780270548,P.J. Washington,0.18659100840473264,Killian Tillie,0.19531288543677597,James Johnson,0.23294129428885185,/players/w/watfotr01.html,watfotr01,/players/s/smithja04.html,smithja04,/players/w/washipj01.html,washipj01,/players/t/tilliki02.html,tilliki02,/players/j/johnsja01.html,johnsja01
Bella Alarie,/wnba/players/a/alaribe01w.html,alaribe01w,2021,2021,WNBA,Rudy Gobert,2022,1.7538255095368335e-5,NBA,1,Andre Drummond,2.4559275473954513e-5,Mason Plumlee,2.660060748275194e-5,Hassan Whiteside,2.7279113275188587e-5,DeAndre Jordan,2.798867228053209e-5,/players/g/goberru01.html,goberru01,/players/d/drumman01.html,drumman01,/players/p/plumlma01.html,plumlma01,/players/w/whiteha01.html,whiteha01,/players/j/jordade01.html,jordade01
Lindsay Allen,/wnba/players/a/allenli01w.html,allenli01w,2021,2021,WNBA,Cory Joseph,2022,0.0048632582672564,NBA,3,Kyle Lowry,0.0048642054825497,Xavier Moon,0.01084618549991334,Tyrese Haliburton,0.01451255792293882,Marcus Smart,0.01634703883381161,/players/j/josepco01.html,josepco01,/players/l/lowryky01.html,lowryky01,/players/m/moonxa01.html,moonxa01,/players/h/halibty01.html,halibty01,/players/s/smartma01.html,smartma01
Rebecca Allen,/wnba/players/a/allenre01w.html,allenre01w,2021,2021,WNBA,Matisse Thybulle,2022,7.750017794666626e-4,NBA,4,Robert Covington,9.381000771017912e-4,Gary Payton II,0.00840026145585047,Mike Muscala,0.00988639724324658,Zach Collins,0.0112487380776657,/players/t/thybuma01.html,thybuma01,/players/c/covinro01.html,covinro01,/players/p/paytoga02.html,paytoga02,/players/m/muscami01.html,muscami01,/players/c/colliza01.html,colliza01
Ariel Atkins,/wnba/players/a/atkinar01w.html,atkinar01w,2021,2021,WNBA,Cameron Payne,2022,0.10008475831525142,NBA,3,Jrue Holiday,0.1023832339282482,Shake Milton,0.15848321473490615,Mike Conley,0.15926895010122,Derrick Rose,0.16127462427074227,/players/p/payneca01.html,payneca01,/players/h/holidjr01.html,holidjr01,/players/m/miltosh01.html,miltosh01,/players/c/conlemi01.html,conlemi01,/players/r/rosede01.html,rosede01
Rachel Banham,/wnba/players/b/banhara01w.html,banhara01w,2021,2021,WNBA,Isaiah Thomas,2022,0.06069624915477168,NBA,7,Anfernee Simons,0.0701294337223719,Desmond Bane,0.07358987909792464,Bojan Bogdanović,0.08520734799027951,Brandon Williams,0.08807881399420653,/players/t/thomais02.html,thomais02,/players/s/simonan01.html,simonan01,/players/b/banede01.html,banede01,/players/b/bogdabo02.html,bogdabo02,/players/w/willibr03.html,willibr03
Monique Billings,/wnba/players/b/billimo01w.html,billimo01w,2021,2021,WNBA,Drew Eubanks,2022,0.06702297370637092,NBA,1,Mamadi Diakite,0.19969186063584565,Damian Jones,0.2338813727083415,Richaun Holmes,0.24832598485714089,Evan Mobley,0.2676254613606557,/players/e/eubandr01.html,eubandr01,/players/d/diakima01.html,diakima01,/players/j/jonesda03.html,jonesda03,/players/h/holmeri01.html,holmeri01,/players/m/mobleev01.html,mobleev01
Sue Bird,/wnba/players/b/birdsu01w.html,birdsu01w,2021,2021,WNBA,Raul Neto,2022,0.00907828602807282,NBA,3,D.J. Augustin,0.01184964776084077,Tre Jones,0.01343245813998903,Rajon Rondo,0.01384588145283495,Garrison Mathews,0.01540285071282624,/players/n/netora01.html,netora01,/players/a/augusdj01.html,augusdj01,/players/j/jonestr01.html,jonestr01,/players/r/rondora01.html,rondora01,/players/m/mathega01.html,mathega01
DeWanna Bonner,/wnba/players/b/bonnede01w.html,bonnede01w,2021,2021,WNBA,DeMarcus Cousins,2022,0.15006436716209862,NBA,5,Moritz Wagner,0.18583209854312188,Kevin Love,0.1968452272071463,Brook Lopez,0.23301407119496215,Pascal Siakam,0.2588235853393594,/players/c/couside01.html,couside01,/players/w/wagnemo01.html,wagnemo01,/players/l/loveke01.html,loveke01,/players/l/lopezbr01.html,lopezbr01,/players/s/siakapa01.html,siakapa01
Crystal Bradford,/wnba/players/b/bradfcr01w.html,bradfcr01w,2021,2021,WNBA,Jae Crowder,2022,0.10681379434840103,NBA,4,Chuma Okeke,0.11400178149512592,Jae'Sean Tate,0.11426819595013016,Josh Hart,0.13718163667441735,De'Anthony Melton,0.14571846044582612,/players/c/crowdja01.html,crowdja01,/players/o/okekech01.html,okekech01,/players/t/tateja01.html,tateja01,/players/h/hartjo01.html,hartjo01,/players/m/meltode01.html,meltode01
Jessica Breland,/wnba/players/b/brelaje01w.html,brelaje01w,2021,2021,WNBA,Moritz Wagner,2022,0.15903789920898703,NBA,5,DeMarcus Cousins,0.2102733920806006,Kevin Love,0.2638273994984534,Brook Lopez,0.3042374374058863,Jaren Jackson Jr.,0.33346734255473304,/players/w/wagnemo01.html,wagnemo01,/players/c/couside01.html,couside01,/players/l/loveke01.html,loveke01,/players/l/lopezbr01.html,lopezbr01,/players/j/jacksja02.html,jacksja02
Liz Cambage,/wnba/players/c/cambael01w.html,cambael01w,2021,2021,WNBA,Bam Adebayo,2022,0.4755221610315166,NBA,1,Evan Mobley,0.5094004398590078,Mamadi Diakite,0.5732978687359879,Richaun Holmes,0.5785189635370714,Isaiah Stewart,0.5813779302553871,/players/a/adebaba01.html,adebaba01,/players/m/mobleev01.html,mobleev01,/players/d/diakima01.html,diakima01,/players/h/holmeri01.html,holmeri01,/players/s/stewais01.html,stewais01
Jordin Canada,/wnba/players/c/canadjo01w.html,canadjo01w,2021,2021,WNBA,Goran Dragić,2022,0.01990799999673874,NBA,3,Tyus Jones,0.02289416137565462,Tyrese Haliburton,0.02760626943602059,Xavier Moon,0.03101653348548044,Kyle Lowry,0.03334964637178519,/players/d/dragigo01.html,dragigo01,/players/j/jonesty01.html,jonesty01,/players/h/halibty01.html,halibty01,/players/m/moonxa01.html,moonxa01,/players/l/lowryky01.html,lowryky01
Bridget Carleton,/wnba/players/c/carlebr01w.html,carlebr01w,2021,2021,WNBA,Avery Bradley,2022,0.0655702547277066,NBA,2,Amir Coffey,0.14683827169055655,P.J. Tucker,0.1781643316042081,Austin Reaves,0.20748702888197992,Austin Rivers,0.2135138302500014,/players/b/bradlav01.html,bradlav01,/players/c/coffeam01.html,coffeam01,/players/t/tuckepj01.html,tuckepj01,/players/r/reaveau01.html,reaveau01,/players/r/riverau01.html,riverau01
Chennedy Carter,/wnba/players/c/cartech01w.html,cartech01w,2021,2021,WNBA,De'Aaron Fox,2022,0.00212367828557579,NBA,7,Ja Morant,0.00235002129650508,Lance Stephenson,0.0042628353666249,Stephen Curry,0.00433579889791412,Jaylen Brown,0.00453123047897447,/players/f/foxde01.html,foxde01,/players/m/moranja01.html,moranja01,/players/s/stephla01.html,stephla01,/players/c/curryst01.html,curryst01,/players/b/brownja02.html,brownja02
Kaila Charles,/wnba/players/c/charlka01w.html,charlka01w,2021,2021,WNBA,Daniel Theis,2022,0.00164225104212323,NBA,6,Taj Gibson,0.00332004487934364,Josh Jackson,0.00472258934736154,John Collins,0.0053496424948616,Jaden McDaniels,0.00609604738112139,/players/t/theisda01.html,theisda01,/players/g/gibsota01.html,gibsota01,/players/j/jacksjo02.html,jacksjo02,/players/c/collijo01.html,collijo01,/players/m/mcdanja02.html,mcdanja02
Tina Charles,/wnba/players/c/charlti01w.html,charlti01w,2021,2021,WNBA,Bobby Portis,2022,0.05667242666941233,NBA,6,Reggie Perry,0.08465441099125033,Scottie Barnes,0.11317109257908638,Jeff Green,0.13385258349725268,Jeremy Lamb,0.13750205046344932,/players/p/portibo01.html,portibo01,/players/p/perryre01.html,perryre01,/players/b/barnesc01.html,barnesc01,/players/g/greenje02.html,greenje02,/players/l/lambje01.html,lambje01
Natasha Cloud,/wnba/players/c/cloudna01w.html,cloudna01w,2021,2021,WNBA,Rajon Rondo,2022,0.01083144155362799,NBA,3,Raul Neto,0.01133273061279999,D.J. Augustin,0.01306061044225095,Tre Jones,0.01396234052291992,Garrison Mathews,0.01664666784312688,/players/r/rondora01.html,rondora01,/players/n/netora01.html,netora01,/players/a/augusdj01.html,augusdj01,/players/j/jonestr01.html,jonestr01,/players/m/mathega01.html,mathega01
Nia Coffey,/wnba/players/c/coffeni01w.html,coffeni01w,2021,2021,WNBA,Maxi Kleber,2022,0.01845059355524018,NBA,4,Mo Bamba,0.03757451801080116,Xavier Tillman Sr.,0.0471257823387382,Wendell Carter Jr.,0.06873108675631816,Chuma Okeke,0.0762010893498611,/players/k/klebima01.html,klebima01,/players/b/bambamo01.html,bambamo01,/players/t/tillmxa01.html,tillmxa01,/players/c/cartewe01.html,cartewe01,/players/o/okekech01.html,okekech01
Charli Collier,/wnba/players/c/collich01w.html,collich01w,2021,2021,WNBA,Ivica Zubac,2022,0.01321731035191162,NBA,1,Day'Ron Sharpe,0.01775538843546537,Bismack Biyombo,0.02086438450660859,Jarrett Allen,0.03138593263667335,Montrezl Harrell,0.03192231084609604,/players/z/zubaciv01.html,zubaciv01,/players/s/sharpda01.html,sharpda01,/players/b/biyombi01.html,biyombi01,/players/a/allenja01.html,allenja01,/players/h/harremo01.html,harremo01
Napheesa Collier,/wnba/players/c/collina01w.html,collina01w,2021,2021,WNBA,Christian Wood,2022,0.08793167624682872,NBA,6,Kyle Kuzma,0.2631180913915223,Miles Bridges,0.31133590188248345,Jonas Valančiūnas,0.31309893808301975,Jalen Smith,0.3545119913975394,/players/w/woodch01.html,woodch01,/players/k/kuzmaky01.html,kuzmaky01,/players/b/bridgmi02.html,bridgmi02,/players/v/valanjo01.html,valanjo01,/players/s/smithja04.html,smithja04
Te'a Cooper,/wnba/players/c/coopete01w.html,coopete01w,2021,2021,WNBA,Tre Mann,2022,0.24565628850729448,NBA,3,OG Anunoby,0.2866053415329482,Tim Hardaway Jr.,0.31384297015258333,Jaylen Nowell,0.31657087059016703,Kira Lewis Jr.,0.3241365231817799,/players/m/manntr01.html,manntr01,/players/a/anunoog01.html,anunoog01,/players/h/hardati02.html,hardati02,/players/n/nowelja01.html,nowelja01,/players/l/lewiski01.html,lewiski01
Kahleah Copper,/wnba/players/c/coppeka01w.html,coppeka01w,2021,2021,WNBA,Oshae Brissett,2022,0.02290261754460715,NBA,6,Danuel House Jr.,0.04333024658692069,Rudy Gay,0.08294473972471862,Torrey Craig,0.10551607928641124,Aaron Wiggins,0.11225319689392714,/players/b/brissos01.html,brissos01,/players/h/houseda01.html,houseda01,/players/g/gayru01.html,gayru01,/players/c/craigto01.html,craigto01,/players/w/wiggiaa01.html,wiggiaa01
Sophie Cunningham,/wnba/players/c/cunniso01w.html,cunniso01w,2021,2021,WNBA,Patrick Williams,2022,0.05027176120843752,NBA,2,Dorian Finney-Smith,0.05063475128476249,Lauri Markkanen,0.0668418729773562,PJ Dozier,0.07012581790571197,Jeremiah Robinson-Earl,0.08472943342500923,/players/w/willipa01.html,willipa01,/players/f/finnedo01.html,finnedo01,/players/m/markkla01.html,markkla01,/players/d/doziepj01.html,doziepj01,/players/r/robinje02.html,robinje02
Crystal Dangerfield,/wnba/players/d/dangecr01w.html,dangecr01w,2021,2021,WNBA,Eric Bledsoe,2022,0.03554816450734804,NBA,3,Monte Morris,0.03636790331594597,Keon Johnson,0.07411912249203939,Derrick White,0.08866079565116501,Brad Wanamaker,0.10109297644254071,/players/b/bledser01.html,bledser01,/players/m/morrimo01.html,morrimo01,/players/j/johnske07.html,johnske07,/players/w/whitede01.html,whitede01,/players/w/wanambr01.html,wanambr01
Damiris Dantas,/wnba/players/d/dantada01w.html,dantada01w,2021,2021,WNBA,Mychal Mulder,2022,0.03859097663038489,NBA,2,Frank Jackson,0.04416650427638163,Ignas Brazdeikis,0.04454651440845734,Cameron Johnson,0.04565729389797011,Duane Washington Jr.,0.04585375547000223,/players/m/muldemy01.html,muldemy01,/players/j/jacksfr01.html,jacksfr01,/players/b/brazdig01.html,brazdig01,/players/j/johnsca02.html,johnsca02,/players/w/washidu02.html,washidu02
Diamond DeShields,/wnba/players/d/deshidi01w.html,deshidi01w,2021,2021,WNBA,Kelan Martin,2022,0.10891471763615491,NBA,7,Brandon Boston Jr.,0.13055252107447382,Tre Mann,0.208132066241292,Tim Hardaway Jr.,0.2319564082866261,Collin Sexton,0.2372985584367798,/players/m/martike03.html,martike03,/players/b/bostobr01.html,bostobr01,/players/m/manntr01.html,manntr01,/players/h/hardati02.html,hardati02,/players/s/sextoco01.html,sextoco01
Blake Dietrick,/wnba/players/d/dietrbl01w.html,dietrbl01w,2021,2021,WNBA,Garrett Temple,2022,0.13143772699603523,NBA,6,Alfonzo McKinnie,0.2048634798794935,Rudy Gay,0.224551632286111,Stanley Johnson,0.23079704354986172,Aaron Wiggins,0.2510310183403102,/players/t/templga01.html,templga01,/players/m/mckinal01.html,mckinal01,/players/g/gayru01.html,gayru01,/players/j/johnsst04.html,johnsst04,/players/w/wiggiaa01.html,wiggiaa01
Skylar Diggins-Smith,/wnba/players/d/diggisk01w.html,diggisk01w,2021,2021,WNBA,Jayson Tatum,2022,0.02995482709322021,NBA,5,Shai Gilgeous-Alexander,0.06390206746601793,Russell Westbrook,0.11192423007721328,Pascal Siakam,0.15210705434985008,Moritz Wagner,0.3721557060561182,/players/t/tatumja01.html,tatumja01,/players/g/gilgesh01.html,gilgesh01,/players/w/westbru01.html,westbru01,/players/s/siakapa01.html,siakapa01,/players/w/wagnemo01.html,wagnemo01
Stefanie Dolson,/wnba/players/d/dolsost01w.html,dolsost01w,2021,2021,WNBA,Serge Ibaka,2022,0.0027270844752715,NBA,6,Maurice Harkless,0.00561808121810552,David Nwaba,0.00689827810413075,Kessler Edwards,0.00709537559614042,Caleb Martin,0.00798128002777067,/players/i/ibakase01.html,ibakase01,/players/h/harklma01.html,harklma01,/players/n/nwabada01.html,nwabada01,/players/e/edwarke02.html,edwarke02,/players/m/martica02.html,martica02
Sylvia Fowles,/wnba/players/f/fowlesy01w.html,fowlesy01w,2021,2021,WNBA,Isaiah Jackson,2022,0.01287297580973361,NBA,1,Greg Monroe,0.01344643659764895,Jusuf Nurkić,0.01608639221054757,Jakob Poeltl,0.01632628270301329,Brandon Clarke,0.01877679248420482,/players/j/jacksis01.html,jacksis01,/players/m/monrogr01.html,monrogr01,/players/n/nurkiju01.html,nurkiju01,/players/p/poeltja01.html,poeltja01,/players/c/clarkbr01.html,clarkbr01
Allisha Gray,/wnba/players/g/grayal01w.html,grayal01w,2021,2021,WNBA,Maurice Harkless,2022,0.00337096083662999,NBA,6,David Nwaba,0.00463800351426809,Serge Ibaka,0.00495625412538227,Kessler Edwards,0.00500333333701223,David Duke Jr.,0.00938512884065937,/players/h/harklma01.html,harklma01,/players/n/nwabada01.html,nwabada01,/players/i/ibakase01.html,ibakase01,/players/e/edwarke02.html,edwarke02,/players/d/dukeda01.html,dukeda01
Chelsea Gray,/wnba/players/g/graych01w.html,graych01w,2021,2021,WNBA,Eric Bledsoe,2022,0.01291241159823709,NBA,3,Monte Morris,0.02487817709001154,Keon Johnson,0.05676844876591053,Aaron Holiday,0.07410270050278309,Brad Wanamaker,0.07549266779433353,/players/b/bledser01.html,bledser01,/players/m/morrimo01.html,morrimo01,/players/j/johnske07.html,johnske07,/players/h/holidaa01.html,holidaa01,/players/w/wanambr01.html,wanambr01
Reshanda Gray,/wnba/players/g/grayre01w.html,grayre01w,2021,2021,WNBA,Javonte Green,2022,0.00409284775752936,NBA,6,Wenyen Gabriel,0.00422519692143855,Trey Lyles,0.00448265937772377,Kenyon Martin Jr.,0.00471291658231981,Derrick Jones Jr.,0.00543611914583345,/players/g/greenja02.html,greenja02,/players/g/gabriwe01.html,gabriwe01,/players/l/lylestr01.html,lylestr01,/players/m/martike04.html,martike04,/players/j/jonesde02.html,jonesde02
Brittney Griner,/wnba/players/g/grinebr01w.html,grinebr01w,2021,2021,WNBA,Robin Lopez,2022,0.00478038089877853,NBA,1,Clint Capela,0.00494003413572042,Cody Zeller,0.00496587334275698,Kevon Looney,0.00512719356157199,Onyeka Okongwu,0.00513022699454905,/players/l/lopezro01.html,lopezro01,/players/c/capelca01.html,capelca01,/players/z/zelleco01.html,zelleco01,/players/l/looneke01.html,looneke01,/players/o/okongon01.html,okongon01
Arella Guirantes,/wnba/players/g/guiraar01w.html,guiraar01w,2021,2021,WNBA,Talen Horton-Tucker,2022,0.13881452924618998,NBA,3,Terrence Ross,0.15333605756959162,Derrick White,0.17831735232155865,Keon Johnson,0.18378522752102017,Ayo Dosunmu,0.185771151166495,/players/h/hortota01.html,hortota01,/players/r/rosste01.html,rosste01,/players/w/whitede01.html,whitede01,/players/j/johnske07.html,johnske07,/players/d/dosunay01.html,dosunay01
Dearica Hamby,/wnba/players/h/hambyde01w.html,hambyde01w,2021,2021,WNBA,Olivier Sarr,2022,7.415421262328515e-4,NBA,6,Precious Achiuwa,0.0019073177975444,Taj Gibson,0.00385850959269874,Marvin Bagley III,0.00391806675340946,Kenyon Martin Jr.,0.00426750846041462,/players/s/sarrol01.html,sarrol01,/players/a/achiupr01.html,achiupr01,/players/g/gibsota01.html,gibsota01,/players/b/baglema01.html,baglema01,/players/m/martike04.html,martike04
Isabelle Harrison,/wnba/players/h/harriis01w.html,harriis01w,2021,2021,WNBA,Drew Eubanks,2022,0.04141654917023868,NBA,1,Mamadi Diakite,0.18220040149187683,Richaun Holmes,0.23056686848204933,Damian Jones,0.24679832182026584,Isaiah Stewart,0.2540062895656526,/players/e/eubandr01.html,eubandr01,/players/d/diakima01.html,diakima01,/players/h/holmeri01.html,holmeri01,/players/j/jonesda03.html,jonesda03,/players/s/stewais01.html,stewais01
Tyasha Harris,/wnba/players/h/harrity01w.html,harrity01w,2021,2021,WNBA,Trent Forrest,2022,0.08022868219538282,NBA,3,Delon Wright,0.1544273726152488,Facundo Campazzo,0.207139476961881,Ayo Dosunmu,0.22931187806013287,Brandon Goodwin,0.23512283453118937,/players/f/forretr01.html,forretr01,/players/w/wrighde01.html,wrighde01,/players/c/campafa01.html,campafa01,/players/d/dosunay01.html,dosunay01,/players/g/goodwbr01.html,goodwbr01
Bernadett Hatar,/wnba/players/h/hatarbe01w.html,hatarbe01w,2021,2021,WNBA,Mamadi Diakite,2022,0.02425575448907872,NBA,1,Richaun Holmes,0.04578300150869548,Isaiah Stewart,0.06601945951369138,Evan Mobley,0.11762891690428703,Dwight Powell,0.1502853815067993,/players/d/diakima01.html,diakima01,/players/h/holmeri01.html,holmeri01,/players/s/stewais01.html,stewais01,/players/m/mobleev01.html,mobleev01,/players/p/poweldw01.html,poweldw01
Tianna Hawkins,/wnba/players/h/hawkiti01w.html,hawkiti01w,2021,2021,WNBA,Herbert Jones,2022,0.02767796291258351,NBA,6,Obi Toppin,0.1115780398641736,Chimezie Metu,0.1129749215139783,Isaiah Roby,0.1209382193924648,Larry Nance Jr.,0.131140203140677,/players/j/joneshe01.html,joneshe01,/players/t/toppiob01.html,toppiob01,/players/m/metuch01.html,metuch01,/players/r/robyis01.html,robyis01,/players/n/nancela02.html,nancela02
Tiffany Hayes,/wnba/players/h/hayesti01w.html,hayesti01w,2021,2021,WNBA,D.J. Augustin,2022,0.0127836462112267,NBA,3,Garrison Mathews,0.01327696483214648,Raul Neto,0.01338744245237184,Tre Jones,0.01341615701624992,Rajon Rondo,0.01417631414650968,/players/a/augusdj01.html,augusdj01,/players/m/mathega01.html,mathega01,/players/n/netora01.html,netora01,/players/j/jonestr01.html,jonestr01,/players/r/rondora01.html,rondora01
Ruthy Hebard,/wnba/players/h/hebarru01w.html,hebarru01w,2021,2021,WNBA,Damian Jones,2022,0.03176906974319902,NBA,6,Derrick Favors,0.2239637022509063,Alex Len,0.22857837192961433,Drew Eubanks,0.2570986808330252,Khem Birch,0.3132005913934516,/players/j/jonesda03.html,jonesda03,/players/f/favorde01.html,favorde01,/players/l/lenal01.html,lenal01,/players/e/eubandr01.html,eubandr01,/players/b/birchkh01.html,birchkh01
Natisha Hiedeman,/wnba/players/h/hiedena01w.html,hiedena01w,2021,2021,WNBA,Devonte' Graham,2022,0.07834861615807522,NBA,7,Ty Jerome,0.10991403399218924,Lonnie Walker IV,0.13135630746034913,Anthony Edwards,0.1321315954233837,Théo Maledon,0.14360465211659354,/players/g/grahade01.html,grahade01,/players/j/jeromty01.html,jeromty01,/players/w/walkelo01.html,walkelo01,/players/e/edwaran01.html,edwaran01,/players/m/maledth01.html,maledth01
Myisha Hines-Allen,/wnba/players/h/hinesmy01w.html,hinesmy01w,2021,2021,WNBA,DeMarcus Cousins,2022,0.13796790223648556,NBA,5,Kevin Love,0.14531606881784365,Brook Lopez,0.15924543299705782,Nikola Vučević,0.16982043420251774,Jerami Grant,0.17675568645393971,/players/c/couside01.html,couside01,/players/l/loveke01.html,loveke01,/players/l/lopezbr01.html,lopezbr01,/players/v/vucevni01.html,vucevni01,/players/g/grantje01.html,grantje01
Natasha Howard,/wnba/players/h/howarna01w.html,howarna01w,2021,2021,WNBA,Danilo Gallinari,2022,0.0491290455281669,NBA,6,Luka Garza,0.04989547192432737,Jeremy Lamb,0.05021447107663514,Lamar Stevens,0.05042955831686587,Jalen McDaniels,0.05064054033948213,/players/g/gallida01.html,gallida01,/players/g/garzalu01.html,garzalu01,/players/l/lambje01.html,lambje01,/players/s/stevela01.html,stevela01,/players/m/mcdanja01.html,mcdanja01
Sabrina Ionescu,/wnba/players/i/ionessa01w.html,ionessa01w,2021,2021,WNBA,De'Anthony Melton,2022,0.0646910859146916,NBA,4,Jose Alvarado,0.19172356049464587,Josh Hart,0.19498745828039785,Chuma Okeke,0.2116650528988437,Jae Crowder,0.21870320290318124,/players/m/meltode01.html,meltode01,/players/a/alvarjo01.html,alvarjo01,/players/h/hartjo01.html,hartjo01,/players/o/okekech01.html,okekech01,/players/c/crowdja01.html,crowdja01
Briann January,/wnba/players/j/januabr01w.html,januabr01w,2021,2021,WNBA,Seth Curry,2022,0.02061366643000706,NBA,3,Malachi Flynn,0.07845636907817913,Josh Christopher,0.0848922477076259,Talen Horton-Tucker,0.11139639499803472,George Hill,0.14487135901027828,/players/c/curryse01.html,curryse01,/players/f/flynnma01.html,flynnma01,/players/c/chrisjo01.html,chrisjo01,/players/h/hortota01.html,hortota01,/players/h/hillge01.html,hillge01
Moriah Jefferson,/wnba/players/j/jeffemo01w.html,jeffemo01w,2021,2021,WNBA,Goran Dragić,2022,0.00815533252254381,NBA,3,Tyus Jones,0.01296589792462859,Aaron Holiday,0.02027269406375788,Tyrese Haliburton,0.03182845731239066,Xavier Moon,0.0356606883522216,/players/d/dragigo01.html,dragigo01,/players/j/jonesty01.html,jonesty01,/players/h/holidaa01.html,holidaa01,/players/h/halibty01.html,halibty01,/players/m/moonxa01.html,moonxa01
Brionna Jones,/wnba/players/j/jonesbr01w.html,jonesbr01w,2021,2021,WNBA,DeAndre' Bembry,2022,0.05687915289688396,NBA,6,Jaxson Hayes,0.07663122057367018,Khem Birch,0.1456625356229418,Dewayne Dedmon,0.1690789059911405,Scottie Barnes,0.17722405347292092,/players/b/bembrde01.html,bembrde01,/players/h/hayesja02.html,hayesja02,/players/b/birchkh01.html,birchkh01,/players/d/dedmode01.html,dedmode01,/players/b/barnesc01.html,barnesc01
Jazmine Jones,/wnba/players/j/jonesja02w.html,jonesja02w,2021,2021,WNBA,Jeff Green,2022,0.03242439855630765,NBA,6,Jeremy Lamb,0.0332638748129791,Danilo Gallinari,0.0405972324778598,Jalen McDaniels,0.04253726748218491,Lamar Stevens,0.04427525551150506,/players/g/greenje02.html,greenje02,/players/l/lambje01.html,lambje01,/players/g/gallida01.html,gallida01,/players/m/mcdanja01.html,mcdanja01,/players/s/stevela01.html,stevela01
Jonquel Jones,/wnba/players/j/jonesjo01w.html,jonesjo01w,2021,2021,WNBA,Brook Lopez,2022,0.00507212598125152,NBA,5,Jaren Jackson Jr.,0.03312171568577333,Kevin Love,0.03652037881231965,Jerami Grant,0.07385299276565263,Karl-Anthony Towns,0.07390659843299818,/players/l/lopezbr01.html,lopezbr01,/players/j/jacksja02.html,jacksja02,/players/l/loveke01.html,loveke01,/players/g/grantje01.html,grantje01,/players/t/townska01.html,townska01
Betnijah Laney,/wnba/players/l/laneybe01w.html,laneybe01w,2021,2021,WNBA,Lou Williams,2022,0.01580961092669329,NBA,7,Caris LeVert,0.01724700039008272,Immanuel Quickley,0.01929563026627637,Ricky Rubio,0.02543984081997033,Spencer Dinwiddie,0.02637596348234282,/players/w/willilo02.html,willilo02,/players/l/leverca01.html,leverca01,/players/q/quickim01.html,quickim01,/players/r/rubiori01.html,rubiori01,/players/d/dinwisp01.html,dinwisp01
Jantel Lavender,/wnba/players/l/lavenja01w.html,lavenja01w,2021,2021,WNBA,Brook Lopez,2022,0.13323874425948132,NBA,5,Nikola Vučević,0.13668911175757073,Jaren Jackson Jr.,0.13694073814120178,Jerami Grant,0.13828221707251537,LeBron James,0.13966969963274112,/players/l/lopezbr01.html,lopezbr01,/players/v/vucevni01.html,vucevni01,/players/j/jacksja02.html,jacksja02,/players/g/grantje01.html,grantje01,/players/j/jamesle01.html,jamesle01
Jewell Loyd,/wnba/players/l/loydje01w.html,loydje01w,2021,2021,WNBA,Donovan Mitchell,2022,6.387391980283185e-4,NBA,7,Dillon Brooks,7.226829897086023e-4,Paul George,8.730413584619797e-4,Khris Middleton,0.00135288244721882,Chris Paul,0.00206281120694441,/players/m/mitchdo01.html,mitchdo01,/players/b/brookdi01.html,brookdi01,/players/g/georgpa01.html,georgpa01,/players/m/middlkh01.html,middlkh01,/players/p/paulch01.html,paulch01
Marina Mabrey,/wnba/players/m/mabrema01w.html,mabrema01w,2021,2021,WNBA,Lance Stephenson,2022,0.00249841301944335,NBA,7,Jaylen Brown,0.00253038212732237,Stephen Curry,0.00266287712980751,Kyrie Irving,0.00277330303730279,Devin Booker,0.0028726438833770202,/players/s/stephla01.html,stephla01,/players/b/brownja02.html,brownja02,/players/c/curryst01.html,curryst01,/players/i/irvinky01.html,irvinky01,/players/b/bookede01.html,bookede01
Ezi Magbegor,/wnba/players/m/magbeez01w.html,magbeez01w,2021,2021,WNBA,Evan Mobley,2022,0.4223448632699894,NBA,1,Bam Adebayo,0.49002693485639065,Miles Bridges,0.5128532754901551,Mamadi Diakite,0.5258594398613716,Drew Eubanks,0.5317654748143398,/players/m/mobleev01.html,mobleev01,/players/a/adebaba01.html,adebaba01,/players/b/bridgmi02.html,bridgmi02,/players/d/diakima01.html,diakima01,/players/e/eubandr01.html,eubandr01
Kayla McBride,/wnba/players/m/mcbrika01w.html,mcbrika01w,2021,2021,WNBA,Kentavious Caldwell-Pope,2022,0.18543436440072497,NBA,3,Josh Richardson,0.20655615481162776,Georgios Kalaitzakis,0.2384976531878784,Cam Reddish,0.27491431563106106,Bryn Forbes,0.28776329455546745,/players/c/caldwke01.html,caldwke01,/players/r/richajo01.html,richajo01,/players/k/kalaige01.html,kalaige01,/players/r/reddica01.html,reddica01,/players/f/forbebr01.html,forbebr01
Erica McCall,/wnba/players/m/mccaler01w.html,mccaler01w,2021,2021,WNBA,Dwight Powell,2022,0.01214184721894821,NBA,1,Tristan Thompson,0.05382391555291163,Jarrett Allen,0.06047915090153806,Isaiah Stewart,0.10002240461764848,Ivica Zubac,0.1049623326483904,/players/p/poweldw01.html,poweldw01,/players/t/thomptr01.html,thomptr01,/players/a/allenja01.html,allenja01,/players/s/stewais01.html,stewais01,/players/z/zubaciv01.html,zubaciv01
